#	x_axis	y_axis
	 0	0.103335
	 1	0.0249285
	 2	0.0200449
	 3	0.0269584
	 4	0.0142979
	 5	0.0774875
	 6	0.0141502
	 7	0.00521982
	 8	0.0704228
	 9	0.0531251
	 10	0.0174965
	 11	0.0295761
	 12	0.0745381
	 13	0.0268505
	 14	0.0550305
	 15	0.0312023
	 16	0.0494836
	 17	0.174801
	 18	0.0100207
	 19	0.0133612
	 20	0.0047646
	 21	0.012279
	 22	0.00835803
	 23	0.050198
	 24	0.0472485
	 25	0.0469216
	 26	0.0457128
	 27	0.0473404
	 28	0.0583682
	 29	0.038805
	 30	0.0188054
	 31	0.0308213
	 32	0.0679729
	 33	0.0314399
	 34	0.0713054
	 35	0.0262138
	 36	0.00808945
	 37	0.0231133
	 38	0.0273555
	 39	0.0126788
	 40	0.0040291
	 41	0.029187
	 42	0.0212289
	 43	0.0161527
	 44	0.0426565
	 45	0.0291689
	 46	0.0308702
	 47	0.0550478
	 48	0.0692059
	 49	0.0456919
	 50	0.0325721
	 51	0.0606403
	 52	0.044539
	 53	0.0354353
	 54	0.0288523
	 55	0.0273809
	 56	0.0168971
	 57	0.0157494
	 58	0.0258338
	 59	0.0249282
	 60	0.0125323
	 61	0.0112366
	 62	0.0316903
	 63	0.0303064
	 64	0.0305319
	 65	0.0433999
	 66	0.0468692
	 67	0.0451696
	 68	0.0487194
	 69	0.0397354
	 70	0.0185555
	 71	0.0430467
	 72	0.0662311
	 73	0.0340207
	 74	0.0304668
	 75	0.00867164
	 76	0.0421659
	 77	0.0267861
	 78	0.00395021
	 79	0.0388981
	 80	0.0121772
	 81	0.0223517
	 82	0.0387762
	 83	0.0518992
	 84	0.0265773
	 85	0.0544432
	 86	0.0355789
	 87	0.05918
	 88	0.0433664
	 89	0.0408921
	 90	0.0400856
	 91	0.0415939
	 92	0.0338579
	 93	0.0307141
	 94	0.0170055
	 95	0.0110109
	 96	0.0205137
	 97	0.0142133
	 98	0.0174971
	 99	0.0169864
	 100	0.0275515
	 101	0.0282582
	 102	0.0369588
	 103	0.0443683
	 104	0.019413
	 105	0.0417507
	 106	0.0290332
	 107	0.0413983
	 108	0.0370586
	 109	0.0333304
	 110	0.0395013
	 111	0.0317937
	 112	0.0192989
	 113	0.0294297
	 114	0.0250818
	 115	0.0032745
	 116	0.0210566
	 117	0.0218235
	 118	0.0133639
	 119	0.0284936
	 120	0.00364329
	 121	0.0245754
	 122	0.0328674
	 123	0.0523238
	 124	0.0215787
	 125	0.0174581
	 126	0.0350275
	 127	0.0626308
	 128	0.0334666
	 129	0.0291129
	 130	0.0281873
	 131	0.048421
	 132	0.0374691
	 133	0.0351052
	 134	0.0128562
	 135	0.0105253
	 136	0.0176642
	 137	0.0233714
	 138	0.0216236
	 139	0.0069936
	 140	0.0137203
	 141	0.0159588
	 142	0.0392992
	 143	0.0334762
	 144	0.0246303
	 145	0.0214901
	 146	0.0496849
	 147	0.0524509
	 148	0.0499669
	 149	0.0311394
	 150	0.0257711
	 151	0.0439489
	 152	0.025893
	 153	0.0123205
	 154	0.00728324
	 155	0.0106678
	 156	0.0168201
	 157	0.0196956
	 158	0.0359256
	 159	0.0273687
	 160	0.0347474
	 161	0.022452
	 162	0.0347464
	 163	0.0426207
	 164	0.0354497
	 165	0.0372387
	 166	0.0499081
	 167	0.0395108
	 168	0.027231
	 169	0.0395711
	 170	0.0404511
	 171	0.0431485
	 172	0.0262019
	 173	0.0215323
	 174	0.026171
	 175	0.0079308
	 176	0.00363829
	 177	0.016169
	 178	0.0295599
	 179	0.0204439
	 180	0.0172562
	 181	0.0365927
	 182	0.0546298
	 183	0.0434834
	 184	0.0436218
	 185	0.0281868
	 186	0.0431658
	 187	0.0385814
	 188	0.0414045
	 189	0.028013
	 190	0.0391861
	 191	0.0450545
	 192	0.0119592
	 193	0.00962025
	 194	0.0141572
	 195	0.0137417
	 196	0.0311458
	 197	0.0336497
	 198	0.049023
	 199	0.0170403
	 200	0.0319483
	 201	0.0464555
	 202	0.0329659
	 203	0.0356996
	 204	0.0312591
	 205	0.0449059
	 206	0.042038
	 207	0.0523191
	 208	0.0274221
	 209	0.0202896
	 210	0.0215662
	 211	0.0389694
	 212	0.0143846
	 213	0.0261416
	 214	0.0289621
	 215	0.00904146
	 216	0.0370341
	 217	0.0116441
	 218	0.0394018
	 219	0.0354818
	 220	0.0350558
	 221	0.049337
	 222	0.0487047
	 223	0.0289086
	 224	0.042719
	 225	0.02821
	 226	0.0560274
	 227	0.0341044
	 228	0.0209303
	 229	0.0281823
	 230	0.0423427
	 231	0.0246976
	 232	0.0195389
	 233	0.0122779
	 234	0.00360542
	 235	0.0132159
	 236	0.0397249
	 237	0.0199278
	 238	0.0391431
	 239	0.0309148
	 240	0.0253161
	 241	0.0462693
	 242	0.0407335
	 243	0.0376147
	 244	0.0321495
	 245	0.0469893
	 246	0.0577408
	 247	0.0541284
	 248	0.0221467
	 249	0.0340187
	 250	0.0383113
	 251	0.0327983
	 252	0.0168189
	 253	0.00508021
	 254	0.0154072
	 255	0.0136307
	 256	0.032905
	 257	0.0382984
	 258	0.0381004
	 259	0.0234367
	 260	0.0423312
	 261	0.0282757
	 262	0.0488414
	 263	0.0330333
	 264	0.0522383
	 265	0.0496182
	 266	0.0329166
	 267	0.0271058
	 268	0.0132435
	 269	0.0249015
	 270	0.0225986
	 271	0.0382794
	 272	0.0107061
	 273	0.0262174
	 274	0.0113006
	 275	0.0188777
	 276	0.0331428
	 277	0.0311183
	 278	0.0427968
	 279	0.0473128
	 280	0.0445509
	 281	0.0485201
	 282	0.0593028
	 283	0.0406744
	 284	0.0358129
	 285	0.0408923
	 286	0.0488093
	 287	0.030674
	 288	0.0262187
	 289	0.0222624
	 290	0.0358849
	 291	0.0121564
	 292	0.0199478
	 293	0.0210714
	 294	0.00665178
	 295	0.0181306
	 296	0.0290442
	 297	0.0530289
	 298	0.0322807
	 299	0.0280523
	 300	0.0561265
	 301	0.0492567
	 302	0.0413954
	 303	0.0384966
	 304	0.0187167
	 305	0.0518613
	 306	0.0336493
	 307	0.0202394
	 308	0.021558
	 309	0.0230568
	 310	0.0299953
	 311	0.012251
	 312	0.0215409
	 313	0.021468
	 314	0.0153737
	 315	0.0415432
	 316	0.0210604
	 317	0.0539854
	 318	0.0248793
	 319	0.0315567
	 320	0.0470647
	 321	0.0602431
	 322	0.0392598
	 323	0.024907
	 324	0.0425583
	 325	0.0379274
	 326	0.0472771
	 327	0.0228772
	 328	0.0260733
	 329	0.0144364
	 330	0.0044004
	 331	0.0287054
	 332	0.0233129
	 333	0.0118769
	 334	0.0119027
	 335	0.0275725
	 336	0.0262376
	 337	0.0377646
	 338	0.0197442
	 339	0.0397867
	 340	0.020537
	 341	0.0439841
	 342	0.0333435
	 343	0.0277833
	 344	0.0329941
	 345	0.0566231
	 346	0.0380244
	 347	0.0297589
	 348	0.0218428
	 349	0.0125384
	 350	0.0388257
	 351	0.00650094
	 352	0.0323634
	 353	0.0185862
	 354	0.00215968
	 355	0.0334563
	 356	0.0458251
	 357	0.0572875
	 358	0.0245882
	 359	0.0196619
	 360	0.0723713
	 361	0.0536033
	 362	0.0323082
	 363	0.0356539
	 364	0.0419501
	 365	0.0404096
	 366	0.0399897
	 367	0.0139494
	 368	0.0108943
	 369	0.0181
	 370	0.0227051
