#	x_axis	y_axis
	 0	-24.7014
	 1	-28.8027
	 2	-30.4701
	 3	-30.09
	 4	-28.096
	 5	-24.942
	 6	-21.0769
	 7	-16.9215
	 8	-12.8472
	 9	-9.15829
	 10	-6.07789
	 11	-3.73995
	 12	-2.18823
	 13	-1.38271
	 14	-1.21148
	 15	-1.50811
	 16	-2.07295
	 17	-2.69697
	 18	-3.18611
	 19	-3.38418
	 20	-3.19213
	 21	-2.58212
	 22	-1.60439
	 23	-0.386107
	 24	0.876268
	 25	1.93259
	 26	2.50313
	 27	2.30819
	 28	1.10069
	 29	-1.29989
	 30	-4.97688
	 31	-9.89342
	 32	-15.876
	 33	-22.6104
	 34	-29.651
	 35	-36.4419
	 36	-42.3541
	 37	-46.7307
	 38	-48.9403
	 39	-48.4361
	 40	-44.8149
	 41	-37.8733
	 42	-27.6517
	 43	-14.4655
	 44	1.08278
	 45	18.1156
	 46	35.5145
	 47	51.9753
	 48	66.086
	 49	76.4218
	 50	81.6532
	 51	80.6599
	 52	72.6405
	 53	57.2133
	 54	34.4989
	 55	5.1783
	 56	-29.4799
	 57	-67.6275
	 58	-106.88
	 59	-144.398
	 60	-177.008
	 61	-201.345
	 62	-214.027
	 63	-211.832
	 64	-191.896
	 65	-151.881
	 66	-90.1421
	 67	-5.85648
	 68	100.889
	 69	229.05
	 70	376.628
	 71	540.725
	 72	717.649
	 73	902.227
	 74	1091.33
	 75	1085.76
	 76	1248.75
	 77	1425.48
	 78	1626.53
	 79	1731.48
	 80	1825.67
	 81	1920.41
	 82	1998.83
	 83	2052.58
	 84	2075.15
	 85	2047.62
	 86	2015.17
	 87	1976.97
	 88	1922.62
	 89	1861.13
	 90	1794.91
	 91	1727.01
	 92	1662.66
	 93	1604.12
	 94	1551.38
	 95	1516.26
	 96	1472.39
	 97	1406.02
	 98	1401.92
	 99	1410.12
	 100	1418.52
	 101	1436.31
	 102	1465.78
	 103	1489.92
	 104	1517.58
	 105	1555.17
	 106	1550.15
	 107	1613.5
	 108	1602.35
	 109	1603.24
	 110	1612.99
	 111	1618.68
	 112	1600.08
	 113	1593.8
	 114	1596.58
	 115	1563.55
	 116	1499.91
	 117	1487.51
	 118	1439.06
	 119	1378.93
	 120	1324.82
	 121	1283.63
	 122	1226.46
	 123	1158.68
	 124	1064.04
	 125	987.289
	 126	914.939
	 127	832.816
	 128	736.031
	 129	671.463
	 130	603.576
	 131	535.201
	 132	467.495
	 133	385.732
	 134	314.244
	 135	218.059
	 136	193.671
	 137	154.052
	 138	96.9353
	 139	61.4833
	 140	39.9737
	 141	1.98303
	 142	-1.42698
	 143	-13.4846
	 144	-20.8472
	 145	-24.3806
	 146	-24.9491
	 147	-23.3745
	 148	-20.4012
	 149	-16.6706
	 150	-12.7039
	 151	-8.8962
	 152	-5.52227
	 153	-2.74892
	 154	-0.645826
	 155	0.796969
	 156	1.64669
	 157	2.00305
	 158	1.97656
	 159	1.67009
	 160	1.164
	 161	0.506047
	 162	-0.293767
	 163	-1.26219
	 164	-2.4551
	 165	-3.94522
	 166	-5.80661
	 167	-8.09724
	 168	-10.8419
	 169	-14.0164
	 170	-17.535
	 171	-21.242
	 172	-24.9089
	 173	-28.2386
	 174	-30.877
	 175	-32.4294
	 176	-32.4803
	 177	-30.6191
	 178	-26.4674
	 179	-19.7081
	 180	-10.1124
	 181	2.43569
	 182	17.92
	 183	36.1791
	 184	56.902
	 185	79.6323
	 186	92.9473
	 187	119.475
	 188	148.431
	 189	147.317
	 190	176.95
	 191	199.856
	 192	225.296
	 193	219.311
	 194	224.741
	 195	241.267
	 196	256.254
	 197	223.93
	 198	202.034
	 199	195.989
	 200	183.042
	 201	164.729
	 202	141.01
	 203	128.56
	 204	108.234
	 205	85.0205
	 206	61.3406
